respondent_id,database_used,context
80917,Microsoft SQL Server,ETL Job
80918,MySQL,ETL Job
80919,MariaDB,Dashboard
80920,MySQL,ETL Job
80921,Microsoft SQL Server,Enterprise App
80922,PostgreSQL,Mobile App
80923,MySQL,Mobile App
80924,MySQL,Dashboard
80925,MySQL,Analytics
80926,MySQL,Mobile App
80927,PostgreSQL,Enterprise App
80928,PostgreSQL,Enterprise App
80929,SQLite,Enterprise App
80930,MariaDB,Analytics
80931,Microsoft SQL Server,Web App
80932,MySQL,Web App
80933,MySQL,Mobile App
80934,MariaDB,Web App
80935,Microsoft SQL Server,Mobile App
80936,MySQL,Web App
80937,Microsoft SQL Server,Dashboard
80938,Microsoft SQL Server,Enterprise App
80939,Oracle,ETL Job
80940,Microsoft SQL Server,Mobile App
80941,SQLite,Mobile App
80942,MySQL,Dashboard
80943,PostgreSQL,Dashboard
80944,Microsoft SQL Server,ETL Job
80945,MySQL,Web App
80946,SQLite,Dashboard
80947,PostgreSQL,ETL Job
80948,Oracle,ETL Job
80949,MySQL,Dashboard
80950,PostgreSQL,Dashboard
80951,SQLite,Dashboard
80952,MariaDB,Dashboard
80953,MySQL,Analytics
80954,SQLite,Enterprise App
80955,PostgreSQL,Enterprise App
80956,SQLite,Mobile App
80957,SQLite,Enterprise App
80958,PostgreSQL,Enterprise App
80959,MySQL,Dashboard
80960,Oracle,Web App
80961,PostgreSQL,Enterprise App
80962,PostgreSQL,Enterprise App
80963,MySQL,Mobile App
80964,MySQL,Dashboard
80965,PostgreSQL,Enterprise App
80966,PostgreSQL,Analytics
80967,PostgreSQL,Enterprise App
80968,Microsoft SQL Server,Mobile App
80969,MySQL,Mobile App
80970,Oracle,ETL Job
80971,PostgreSQL,Dashboard
80972,Microsoft SQL Server,Analytics
80973,Microsoft SQL Server,ETL Job
80974,MariaDB,Web App
80975,PostgreSQL,ETL Job
80976,PostgreSQL,Mobile App
80977,MariaDB,ETL Job
80978,MariaDB,Enterprise App
80979,MariaDB,ETL Job
80980,MySQL,ETL Job
80981,PostgreSQL,Analytics
80982,MySQL,Enterprise App
80983,MySQL,Mobile App
80984,SQLite,Analytics
80985,PostgreSQL,Dashboard
80986,PostgreSQL,Analytics
80987,MariaDB,Mobile App
80988,SQLite,Dashboard
80989,SQLite,Enterprise App
80990,Microsoft SQL Server,Analytics
80991,MySQL,Mobile App
80992,SQLite,Enterprise App
80993,Microsoft SQL Server,Mobile App
80994,Oracle,Enterprise App
80995,MySQL,Web App
80996,PostgreSQL,Mobile App
80997,MySQL,Dashboard
80998,MariaDB,ETL Job
80999,MySQL,ETL Job
81000,Microsoft SQL Server,Web App
81001,MySQL,Dashboard
81002,Oracle,Enterprise App
81003,Microsoft SQL Server,Dashboard
81004,Microsoft SQL Server,Dashboard
81005,Oracle,ETL Job
81006,MariaDB,ETL Job
81007,Oracle,Enterprise App
81008,Microsoft SQL Server,Dashboard
81009,MariaDB,Dashboard
81010,MySQL,Dashboard
81011,Oracle,Dashboard
81012,Microsoft SQL Server,Web App
81013,PostgreSQL,Mobile App
81014,MySQL,Analytics
81015,MySQL,Web App
81016,Oracle,Web App
81017,MySQL,ETL Job
81018,MariaDB,Enterprise App
81019,MySQL,Enterprise App
81020,Oracle,Mobile App
81021,PostgreSQL,Enterprise App
81022,MySQL,Analytics
81023,MariaDB,Dashboard
81024,SQLite,Web App
81025,PostgreSQL,Web App
81026,SQLite,Enterprise App
81027,PostgreSQL,Mobile App
81028,SQLite,Mobile App
81029,MySQL,Mobile App
81030,MySQL,ETL Job
81031,SQLite,Analytics
81032,MySQL,Analytics
81033,PostgreSQL,Web App
81034,Oracle,Mobile App
81035,MySQL,Web App
81036,MySQL,Analytics
81037,SQLite,Mobile App
81038,SQLite,ETL Job
81039,Oracle,Web App
81040,MySQL,ETL Job
81041,PostgreSQL,Mobile App
81042,SQLite,Enterprise App
81043,PostgreSQL,Web App
81044,PostgreSQL,Mobile App
81045,PostgreSQL,Analytics
81046,Microsoft SQL Server,Analytics
81047,Oracle,Dashboard
81048,MySQL,ETL Job
81049,SQLite,Dashboard
81050,MySQL,Analytics
81051,SQLite,Analytics
81052,Oracle,Web App
81053,SQLite,Dashboard
81054,MariaDB,ETL Job
81055,Oracle,ETL Job
81056,MySQL,Mobile App
81057,MySQL,Dashboard
81058,PostgreSQL,Mobile App
81059,PostgreSQL,Web App
81060,PostgreSQL,Enterprise App
81061,MariaDB,Enterprise App
81062,PostgreSQL,Analytics
81063,MariaDB,Dashboard
81064,MySQL,Web App
81065,Oracle,Enterprise App
81066,Microsoft SQL Server,Analytics
81067,Microsoft SQL Server,Dashboard
81068,MySQL,Analytics
81069,MariaDB,ETL Job
81070,Oracle,Analytics
81071,PostgreSQL,ETL Job
81072,PostgreSQL,ETL Job
81073,Microsoft SQL Server,ETL Job
81074,SQLite,Dashboard
81075,PostgreSQL,ETL Job
81076,MariaDB,Enterprise App
81077,PostgreSQL,ETL Job
81078,Microsoft SQL Server,Mobile App
81079,PostgreSQL,ETL Job
81080,MySQL,Mobile App
81081,PostgreSQL,ETL Job
81082,Microsoft SQL Server,Dashboard
81083,MySQL,Dashboard
81084,MariaDB,Mobile App
81085,MariaDB,Web App
81086,Microsoft SQL Server,Enterprise App
81087,SQLite,Analytics
81088,SQLite,Dashboard
81089,MariaDB,Enterprise App
81090,Microsoft SQL Server,ETL Job
81091,Microsoft SQL Server,Web App
81092,PostgreSQL,Enterprise App
81093,Oracle,Analytics
81094,SQLite,ETL Job
81095,Microsoft SQL Server,Dashboard
81096,SQLite,Analytics
81097,PostgreSQL,Enterprise App
81098,Microsoft SQL Server,Mobile App
81099,MariaDB,Dashboard
81100,MySQL,Dashboard
81101,MySQL,Dashboard
81102,IBM DB2,Web App
81103,SQLite,Mobile App
81104,SQLite,Analytics
81105,MySQL,Web App
81106,Oracle,Dashboard
81107,MySQL,Dashboard
81108,MySQL,Web App
81109,SQLite,ETL Job
81110,Microsoft SQL Server,Enterprise App
81111,MySQL,Web App
81112,Oracle,ETL Job
81113,MariaDB,Analytics
81114,Oracle,Dashboard
81115,MariaDB,Dashboard
81116,MySQL,Analytics
81117,PostgreSQL,Web App
81118,MySQL,Analytics
81119,PostgreSQL,Analytics
81120,PostgreSQL,Dashboard
81121,Microsoft SQL Server,Dashboard
81122,Microsoft SQL Server,Enterprise App
81123,Microsoft SQL Server,Mobile App
81124,Microsoft SQL Server,Analytics
81125,Oracle,Analytics
81126,SQLite,ETL Job
81127,PostgreSQL,Dashboard
81128,Oracle,Web App
81129,MySQL,Analytics
81130,PostgreSQL,Web App
81131,PostgreSQL,ETL Job
81132,MySQL,Enterprise App
81133,Oracle,Dashboard
81134,Oracle,Analytics
81135,MySQL,Enterprise App
81136,PostgreSQL,Dashboard
81137,PostgreSQL,Mobile App
81138,SQLite,Analytics
81139,IBM DB2,Web App
81140,SQLite,Web App
81141,MySQL,Dashboard
81142,SQLite,Mobile App
81143,PostgreSQL,Dashboard
81144,Oracle,Dashboard
81145,MySQL,Mobile App
81146,MySQL,ETL Job
81147,MySQL,Enterprise App
81148,MySQL,Mobile App
81149,Microsoft SQL Server,Enterprise App
81150,Oracle,Enterprise App
81151,Microsoft SQL Server,Enterprise App
81152,MySQL,ETL Job
81153,PostgreSQL,Web App
81154,SQLite,Analytics
81155,MySQL,Analytics
81156,MySQL,ETL Job
81157,MySQL,ETL Job
81158,Oracle,Mobile App
81159,SQLite,ETL Job
81160,MariaDB,Mobile App
81161,MySQL,Dashboard
81162,Microsoft SQL Server,Enterprise App
81163,MySQL,Enterprise App
81164,PostgreSQL,ETL Job
81165,Microsoft SQL Server,Enterprise App
81166,MariaDB,Web App
81167,MySQL,Mobile App
81168,Oracle,Enterprise App
81169,Microsoft SQL Server,Web App
81170,SQLite,Mobile App
81171,Oracle,ETL Job
81172,IBM DB2,Mobile App
81173,PostgreSQL,Analytics
81174,Oracle,Mobile App
81175,IBM DB2,Analytics
81176,SQLite,Web App
81177,MariaDB,Analytics
81178,PostgreSQL,ETL Job
81179,PostgreSQL,Enterprise App
81180,SQLite,ETL Job
81181,SQLite,Mobile App
81182,PostgreSQL,Web App
81183,PostgreSQL,Analytics
81184,PostgreSQL,ETL Job
81185,MariaDB,Analytics
81186,PostgreSQL,Mobile App
81187,Microsoft SQL Server,Mobile App
81188,MySQL,Web App
81189,SQLite,Enterprise App
81190,SQLite,Web App
81191,MariaDB,ETL Job
81192,Oracle,Mobile App
81193,SQLite,Analytics
81194,MySQL,Dashboard
81195,SQLite,Web App
81196,MySQL,Mobile App
81197,MySQL,Web App
81198,MySQL,Mobile App
81199,PostgreSQL,Dashboard
81200,MySQL,Web App
81201,MySQL,Web App
81202,SQLite,Dashboard
81203,MariaDB,Enterprise App
81204,PostgreSQL,Analytics
81205,PostgreSQL,Web App
81206,PostgreSQL,Dashboard
81207,MySQL,Mobile App
81208,PostgreSQL,Enterprise App
81209,PostgreSQL,Enterprise App
81210,PostgreSQL,Web App
81211,MySQL,Analytics
81212,Microsoft SQL Server,Web App
81213,Microsoft SQL Server,Web App
81214,Oracle,Dashboard
81215,SQLite,Dashboard
81216,Microsoft SQL Server,Web App
81217,Microsoft SQL Server,Mobile App
81218,MySQL,Dashboard
81219,Microsoft SQL Server,Web App
81220,Microsoft SQL Server,Mobile App
81221,PostgreSQL,Analytics
81222,MariaDB,Dashboard
81223,MariaDB,Mobile App
81224,MySQL,Dashboard
81225,PostgreSQL,ETL Job
81226,PostgreSQL,Analytics
81227,SQLite,Enterprise App
81228,PostgreSQL,Web App
81229,MariaDB,Web App
81230,MariaDB,Enterprise App
81231,MySQL,Mobile App
81232,Microsoft SQL Server,Enterprise App
81233,Microsoft SQL Server,Mobile App
81234,Oracle,Mobile App
81235,MySQL,Web App
81236,MySQL,ETL Job
81237,Microsoft SQL Server,Mobile App
81238,MySQL,Enterprise App
81239,PostgreSQL,ETL Job
81240,Microsoft SQL Server,Enterprise App
81241,PostgreSQL,Analytics
81242,SQLite,Dashboard
81243,MySQL,Enterprise App
81244,Microsoft SQL Server,Enterprise App
81245,PostgreSQL,Analytics
81246,PostgreSQL,Mobile App
81247,SQLite,Analytics
81248,IBM DB2,Analytics
81249,SQLite,Dashboard
81250,PostgreSQL,ETL Job
81251,SQLite,Analytics
81252,MySQL,Analytics
81253,SQLite,Web App
81254,MySQL,Analytics
81255,Microsoft SQL Server,Enterprise App
81256,MySQL,Analytics
81257,Oracle,ETL Job
81258,Microsoft SQL Server,Enterprise App
81259,MySQL,ETL Job
81260,SQLite,ETL Job
81261,SQLite,ETL Job
81262,Microsoft SQL Server,Analytics
81263,PostgreSQL,Dashboard
81264,MySQL,Dashboard
81265,PostgreSQL,Analytics
81266,IBM DB2,Web App
81267,Microsoft SQL Server,Dashboard
81268,MySQL,Dashboard
81269,Microsoft SQL Server,Web App
81270,Microsoft SQL Server,Mobile App
81271,PostgreSQL,Mobile App
81272,Microsoft SQL Server,Enterprise App
81273,PostgreSQL,Dashboard
81274,PostgreSQL,Web App
81275,MySQL,Analytics
81276,Oracle,ETL Job
81277,Microsoft SQL Server,Enterprise App
81278,MySQL,ETL Job
81279,PostgreSQL,Enterprise App
81280,MySQL,Enterprise App
81281,Microsoft SQL Server,Enterprise App
81282,MySQL,Analytics
81283,IBM DB2,Mobile App
81284,PostgreSQL,Web App
81285,Microsoft SQL Server,Web App
81286,PostgreSQL,Web App
81287,Microsoft SQL Server,Enterprise App
81288,MySQL,Web App
81289,MySQL,Mobile App
81290,PostgreSQL,Web App
81291,SQLite,ETL Job
81292,Microsoft SQL Server,Analytics
81293,MariaDB,Dashboard
81294,PostgreSQL,ETL Job
81295,Microsoft SQL Server,Enterprise App
81296,PostgreSQL,Mobile App
81297,PostgreSQL,Enterprise App
81298,SQLite,Web App
81299,MySQL,ETL Job
81300,PostgreSQL,Analytics
81301,SQLite,ETL Job
81302,Microsoft SQL Server,Mobile App
81303,Oracle,Enterprise App
81304,MariaDB,Enterprise App
81305,MySQL,Dashboard
81306,Microsoft SQL Server,ETL Job
81307,MariaDB,ETL Job
81308,SQLite,Enterprise App
81309,PostgreSQL,Dashboard
81310,MySQL,Web App
81311,MySQL,ETL Job
81312,Microsoft SQL Server,Dashboard
81313,SQLite,Dashboard
81314,MariaDB,Dashboard
81315,Microsoft SQL Server,Analytics
81316,PostgreSQL,ETL Job
81317,PostgreSQL,Mobile App
81318,MySQL,ETL Job
81319,MariaDB,Web App
81320,SQLite,Web App
81321,Oracle,Web App
81322,Microsoft SQL Server,ETL Job
81323,Microsoft SQL Server,Web App
81324,SQLite,Analytics
81325,PostgreSQL,ETL Job
81326,SQLite,Dashboard
81327,Microsoft SQL Server,Enterprise App
81328,Microsoft SQL Server,Mobile App
81329,Microsoft SQL Server,Dashboard
81330,MariaDB,Dashboard
81331,PostgreSQL,Web App
81332,MySQL,Dashboard
81333,PostgreSQL,Analytics
81334,PostgreSQL,Enterprise App
81335,MySQL,Mobile App
81336,MariaDB,Dashboard
81337,Microsoft SQL Server,Enterprise App
81338,SQLite,Web App
81339,MySQL,ETL Job
81340,PostgreSQL,ETL Job
81341,MySQL,Dashboard
81342,Oracle,Enterprise App
81343,PostgreSQL,ETL Job
81344,PostgreSQL,Enterprise App
81345,PostgreSQL,Mobile App
81346,MySQL,ETL Job
81347,MySQL,Dashboard
81348,Oracle,Enterprise App
81349,PostgreSQL,ETL Job
81350,MySQL,Enterprise App
81351,SQLite,Web App
81352,Oracle,Web App
81353,SQLite,ETL Job
81354,Oracle,ETL Job
81355,PostgreSQL,Dashboard
81356,MariaDB,Enterprise App
81357,MySQL,Analytics
81358,SQLite,Dashboard
81359,PostgreSQL,Dashboard
81360,Oracle,Analytics
81361,MySQL,Mobile App
81362,MySQL,Enterprise App
81363,Oracle,Dashboard
81364,SQLite,Web App
81365,MariaDB,Enterprise App
81366,SQLite,Enterprise App
81367,PostgreSQL,Analytics
81368,Microsoft SQL Server,ETL Job
81369,PostgreSQL,ETL Job
81370,SQLite,Analytics
81371,MariaDB,Web App
81372,Oracle,Dashboard
81373,SQLite,Enterprise App
81374,MySQL,Analytics
81375,Oracle,Dashboard
81376,SQLite,ETL Job
81377,MySQL,Mobile App
81378,SQLite,ETL Job
81379,SQLite,ETL Job
81380,PostgreSQL,Dashboard
81381,PostgreSQL,Analytics
81382,Microsoft SQL Server,Web App
81383,Microsoft SQL Server,Dashboard
81384,MariaDB,Enterprise App
81385,PostgreSQL,ETL Job
81386,PostgreSQL,ETL Job
81387,MySQL,Web App
81388,SQLite,ETL Job
81389,Microsoft SQL Server,Analytics
81390,MariaDB,Enterprise App
81391,MySQL,ETL Job
81392,Microsoft SQL Server,ETL Job
81393,Microsoft SQL Server,Dashboard
81394,Microsoft SQL Server,Dashboard
81395,Oracle,Analytics
81396,Microsoft SQL Server,Mobile App
81397,SQLite,Dashboard
81398,MySQL,Mobile App
81399,PostgreSQL,Mobile App
81400,MySQL,ETL Job
81401,MySQL,Mobile App
81402,SQLite,Web App
81403,PostgreSQL,Mobile App
81404,MySQL,ETL Job
81405,Microsoft SQL Server,ETL Job
81406,MySQL,Enterprise App
81407,MariaDB,Enterprise App
81408,MySQL,Mobile App
81409,PostgreSQL,Dashboard
81410,MySQL,Enterprise App
81411,PostgreSQL,Analytics
81412,PostgreSQL,Enterprise App
81413,PostgreSQL,Mobile App
81414,PostgreSQL,Web App
81415,MySQL,Dashboard
81416,Microsoft SQL Server,Web App
81417,PostgreSQL,Analytics
81418,PostgreSQL,Web App
81419,SQLite,Enterprise App
81420,Microsoft SQL Server,Enterprise App
81421,PostgreSQL,ETL Job
81422,Oracle,Analytics
81423,MySQL,Web App
81424,Microsoft SQL Server,ETL Job
81425,Microsoft SQL Server,ETL Job
81426,MariaDB,Analytics
81427,Microsoft SQL Server,ETL Job
81428,MySQL,Dashboard
81429,MySQL,ETL Job
81430,PostgreSQL,Analytics
81431,SQLite,Analytics
81432,PostgreSQL,ETL Job
81433,SQLite,Enterprise App
81434,SQLite,Dashboard
81435,MySQL,Web App
81436,PostgreSQL,Enterprise App
81437,MySQL,Enterprise App
81438,PostgreSQL,ETL Job
81439,MySQL,Enterprise App
81440,SQLite,Web App
81441,Microsoft SQL Server,ETL Job
81442,PostgreSQL,Web App
81443,PostgreSQL,Web App
81444,PostgreSQL,Dashboard
81445,Microsoft SQL Server,Mobile App
81446,MariaDB,Enterprise App
81447,MySQL,ETL Job
81448,SQLite,Dashboard
81449,MySQL,Mobile App
81450,MySQL,Mobile App
81451,PostgreSQL,Web App
81452,PostgreSQL,Enterprise App
81453,MySQL,Mobile App
81454,PostgreSQL,ETL Job
81455,MySQL,Analytics
81456,SQLite,Mobile App
81457,MySQL,Web App
81458,MariaDB,Web App
81459,Oracle,Enterprise App
81460,MySQL,Mobile App
81461,MariaDB,Analytics
81462,Microsoft SQL Server,Dashboard
81463,MySQL,Mobile App
81464,MySQL,Web App
81465,Microsoft SQL Server,ETL Job
81466,MySQL,Dashboard
81467,MySQL,Analytics
81468,PostgreSQL,Dashboard
81469,MySQL,ETL Job
81470,Microsoft SQL Server,Analytics
81471,MySQL,Analytics
81472,PostgreSQL,ETL Job
81473,PostgreSQL,Dashboard
81474,PostgreSQL,ETL Job
81475,MariaDB,Mobile App
81476,PostgreSQL,Analytics
81477,MariaDB,Dashboard
81478,Oracle,Analytics
81479,Microsoft SQL Server,Web App
81480,PostgreSQL,Mobile App
81481,MySQL,ETL Job
81482,PostgreSQL,Mobile App
81483,SQLite,Web App
81484,MySQL,Analytics
81485,Microsoft SQL Server,ETL Job
81486,MariaDB,Dashboard
81487,SQLite,Enterprise App
81488,MySQL,Dashboard
81489,SQLite,Dashboard
81490,Microsoft SQL Server,Web App
81491,MariaDB,Mobile App
81492,MySQL,Web App
81493,PostgreSQL,Analytics
81494,IBM DB2,Dashboard
81495,MySQL,Enterprise App
81496,PostgreSQL,Dashboard
81497,Oracle,Enterprise App
81498,Microsoft SQL Server,Enterprise App
81499,PostgreSQL,Mobile App
81500,Microsoft SQL Server,Dashboard
81501,MariaDB,ETL Job
81502,SQLite,Mobile App
81503,SQLite,Mobile App
81504,Microsoft SQL Server,Enterprise App
81505,PostgreSQL,Mobile App
81506,MySQL,Analytics
81507,PostgreSQL,Web App
81508,Microsoft SQL Server,Enterprise App
81509,PostgreSQL,Dashboard
81510,MySQL,Mobile App
81511,PostgreSQL,Enterprise App
81512,MySQL,Web App
81513,PostgreSQL,Analytics
81514,Oracle,ETL Job
81515,MySQL,Dashboard
81516,MariaDB,Dashboard
81517,Microsoft SQL Server,Enterprise App
81518,SQLite,Web App
81519,MariaDB,Mobile App
81520,MySQL,ETL Job
81521,MySQL,Analytics
81522,MySQL,ETL Job
81523,MySQL,Web App
81524,MySQL,Analytics
81525,PostgreSQL,Mobile App
81526,Microsoft SQL Server,Analytics
81527,SQLite,Dashboard
81528,PostgreSQL,ETL Job
81529,Microsoft SQL Server,Analytics
81530,MySQL,Mobile App
81531,MySQL,Analytics
81532,Microsoft SQL Server,Dashboard
81533,PostgreSQL,Enterprise App
81534,Microsoft SQL Server,Dashboard
81535,Oracle,Dashboard
81536,Microsoft SQL Server,Web App
81537,MariaDB,ETL Job
81538,MySQL,ETL Job
81539,MariaDB,Web App
81540,Microsoft SQL Server,ETL Job
81541,PostgreSQL,ETL Job
81542,Oracle,Dashboard
81543,SQLite,Mobile App
81544,MySQL,Enterprise App
81545,SQLite,Web App
81546,MariaDB,Dashboard
81547,PostgreSQL,Web App
81548,Microsoft SQL Server,Web App
81549,MySQL,ETL Job
81550,SQLite,Analytics
81551,MariaDB,Web App
81552,PostgreSQL,Mobile App
81553,SQLite,Analytics
81554,PostgreSQL,ETL Job
81555,MariaDB,Dashboard
81556,PostgreSQL,Web App
81557,Microsoft SQL Server,ETL Job
81558,SQLite,Enterprise App
81559,Microsoft SQL Server,Web App
81560,Oracle,Analytics
81561,PostgreSQL,Dashboard
81562,PostgreSQL,Dashboard
81563,Microsoft SQL Server,Mobile App
81564,SQLite,Enterprise App
81565,PostgreSQL,Enterprise App
81566,Microsoft SQL Server,Dashboard
81567,SQLite,Web App
81568,Microsoft SQL Server,Web App
81569,MariaDB,Enterprise App
81570,PostgreSQL,ETL Job
81571,PostgreSQL,ETL Job
81572,MySQL,Mobile App
81573,PostgreSQL,Dashboard
81574,SQLite,ETL Job
81575,PostgreSQL,Web App
81576,Microsoft SQL Server,ETL Job
81577,MariaDB,Analytics
81578,MySQL,Mobile App
81579,SQLite,Enterprise App
81580,Microsoft SQL Server,Mobile App
81581,IBM DB2,Mobile App
81582,MySQL,Analytics
81583,PostgreSQL,Web App
81584,MySQL,Enterprise App
81585,MariaDB,Web App
81586,PostgreSQL,ETL Job
81587,SQLite,Enterprise App
81588,MySQL,Dashboard
81589,Oracle,Analytics
81590,Microsoft SQL Server,Web App
81591,Microsoft SQL Server,Enterprise App
81592,Oracle,Dashboard
81593,Microsoft SQL Server,ETL Job
81594,MariaDB,ETL Job
81595,MySQL,Dashboard
81596,PostgreSQL,Analytics
81597,MariaDB,Mobile App
81598,MySQL,Dashboard
81599,Microsoft SQL Server,Analytics
81600,Microsoft SQL Server,Web App
81601,MariaDB,Web App
81602,PostgreSQL,ETL Job
81603,Microsoft SQL Server,ETL Job
81604,MySQL,Enterprise App
81605,IBM DB2,Web App
81606,PostgreSQL,Enterprise App
81607,SQLite,Web App
81608,PostgreSQL,Analytics
81609,MariaDB,Mobile App
81610,MySQL,Web App
81611,Microsoft SQL Server,ETL Job
81612,Oracle,Mobile App
81613,PostgreSQL,Analytics
81614,MariaDB,ETL Job
81615,Microsoft SQL Server,Enterprise App
81616,Oracle,Dashboard
81617,MySQL,Web App
81618,SQLite,Analytics
81619,PostgreSQL,ETL Job
81620,PostgreSQL,Mobile App
81621,PostgreSQL,Web App
81622,MySQL,ETL Job
81623,PostgreSQL,Analytics
81624,SQLite,ETL Job
81625,SQLite,Web App
81626,Microsoft SQL Server,Analytics
81627,Oracle,Web App
81628,SQLite,Mobile App
81629,Microsoft SQL Server,Mobile App
81630,SQLite,Enterprise App
81631,SQLite,ETL Job
81632,MySQL,Analytics
81633,MySQL,ETL Job
81634,PostgreSQL,Analytics
81635,SQLite,Enterprise App
81636,PostgreSQL,Analytics
81637,MySQL,Enterprise App
81638,MySQL,Web App
81639,Oracle,Enterprise App
81640,Oracle,Enterprise App
81641,MySQL,Enterprise App
81642,SQLite,Enterprise App
81643,PostgreSQL,ETL Job
81644,PostgreSQL,Web App
81645,SQLite,Enterprise App
81646,PostgreSQL,Analytics
81647,MySQL,Mobile App
81648,PostgreSQL,Dashboard
81649,PostgreSQL,Analytics
81650,MySQL,Analytics
81651,PostgreSQL,Mobile App
81652,PostgreSQL,Web App
81653,Oracle,Enterprise App
81654,PostgreSQL,Dashboard
81655,PostgreSQL,Enterprise App
81656,PostgreSQL,Mobile App
81657,MySQL,Web App
81658,MySQL,Analytics
81659,SQLite,Web App
81660,SQLite,Mobile App
81661,SQLite,Enterprise App
81662,SQLite,Mobile App
81663,SQLite,Mobile App
81664,MySQL,Web App
81665,MySQL,Web App
81666,Microsoft SQL Server,ETL Job
81667,MySQL,Mobile App
81668,MySQL,Enterprise App
81669,MySQL,Dashboard
81670,SQLite,Mobile App
81671,MySQL,ETL Job
81672,Microsoft SQL Server,Web App
81673,SQLite,Mobile App
81674,SQLite,ETL Job
81675,MySQL,Dashboard
81676,MariaDB,Dashboard
81677,Oracle,Mobile App
81678,Microsoft SQL Server,ETL Job
81679,Oracle,Analytics
81680,Microsoft SQL Server,Mobile App
81681,Microsoft SQL Server,ETL Job
81682,Microsoft SQL Server,Dashboard
81683,MySQL,ETL Job
81684,Microsoft SQL Server,Enterprise App
81685,MySQL,Analytics
81686,MySQL,Web App
81687,Microsoft SQL Server,Enterprise App
81688,MySQL,Web App
81689,PostgreSQL,Mobile App
81690,Microsoft SQL Server,Enterprise App
81691,MySQL,Enterprise App
81692,MariaDB,ETL Job
81693,Microsoft SQL Server,Dashboard
81694,MariaDB,ETL Job
81695,MySQL,Mobile App
81696,PostgreSQL,Dashboard
81697,MySQL,Analytics
81698,Microsoft SQL Server,Dashboard
81699,Microsoft SQL Server,Analytics
81700,Microsoft SQL Server,Analytics
81701,PostgreSQL,Web App
81702,MySQL,ETL Job
81703,MariaDB,Web App
81704,MySQL,Enterprise App
81705,Microsoft SQL Server,Analytics
81706,PostgreSQL,ETL Job
81707,IBM DB2,Analytics
81708,PostgreSQL,Enterprise App
81709,PostgreSQL,Dashboard
81710,SQLite,Dashboard
81711,SQLite,Dashboard
81712,Microsoft SQL Server,ETL Job
81713,PostgreSQL,Dashboard
81714,SQLite,ETL Job
81715,Microsoft SQL Server,Web App
81716,PostgreSQL,Web App
81717,PostgreSQL,Analytics
81718,SQLite,Enterprise App
81719,MySQL,Web App
81720,MariaDB,Enterprise App
81721,PostgreSQL,Web App
81722,Microsoft SQL Server,Web App
81723,SQLite,ETL Job
81724,MySQL,Dashboard
81725,MySQL,Mobile App
81726,MySQL,Analytics
81727,MySQL,Analytics
81728,PostgreSQL,Dashboard
81729,Microsoft SQL Server,Web App
81730,Microsoft SQL Server,Enterprise App
81731,MariaDB,ETL Job
81732,PostgreSQL,Mobile App
81733,Microsoft SQL Server,Analytics
81734,MySQL,Dashboard
81735,PostgreSQL,ETL Job
81736,MySQL,Dashboard
81737,SQLite,Web App
81738,SQLite,Dashboard
81739,MySQL,Mobile App
81740,MariaDB,Enterprise App
81741,SQLite,Web App
81742,MySQL,Web App
81743,MySQL,ETL Job
81744,Microsoft SQL Server,ETL Job
81745,MySQL,Enterprise App
81746,MySQL,Mobile App
81747,SQLite,Web App
81748,PostgreSQL,Web App
81749,Oracle,Analytics
81750,MySQL,Web App
81751,Microsoft SQL Server,Dashboard
81752,MySQL,Mobile App
81753,PostgreSQL,Web App
81754,MySQL,ETL Job
81755,MySQL,Dashboard
81756,SQLite,Dashboard
81757,PostgreSQL,Analytics
81758,PostgreSQL,Dashboard
81759,PostgreSQL,Enterprise App
81760,MariaDB,ETL Job
81761,MySQL,Enterprise App
81762,Microsoft SQL Server,ETL Job
81763,MySQL,Web App
81764,MySQL,Analytics
81765,PostgreSQL,ETL Job
81766,MySQL,Enterprise App
81767,SQLite,Dashboard
81768,Microsoft SQL Server,Mobile App
81769,MySQL,ETL Job
81770,SQLite,Dashboard
81771,Microsoft SQL Server,Analytics
81772,MariaDB,Mobile App
81773,SQLite,Web App
81774,PostgreSQL,Enterprise App
81775,MySQL,ETL Job
81776,PostgreSQL,Enterprise App
81777,PostgreSQL,Dashboard
81778,Oracle,Analytics
81779,MySQL,Web App
81780,Oracle,Mobile App
81781,SQLite,Enterprise App
81782,Oracle,Enterprise App
81783,MySQL,ETL Job
81784,MariaDB,Dashboard
81785,SQLite,ETL Job
81786,Microsoft SQL Server,Enterprise App
81787,MariaDB,Enterprise App
81788,SQLite,Dashboard
81789,PostgreSQL,Mobile App
81790,MySQL,Mobile App
81791,PostgreSQL,Enterprise App
81792,PostgreSQL,Web App
81793,Microsoft SQL Server,Web App
81794,SQLite,Web App
81795,Microsoft SQL Server,Analytics
81796,MySQL,ETL Job
81797,Microsoft SQL Server,Enterprise App
81798,MySQL,Mobile App
81799,SQLite,Dashboard
81800,MySQL,Web App
81801,Microsoft SQL Server,ETL Job
81802,Microsoft SQL Server,Mobile App
81803,PostgreSQL,Analytics
81804,Microsoft SQL Server,Web App
81805,MySQL,Enterprise App
81806,Oracle,Mobile App
81807,Oracle,Web App
81808,PostgreSQL,Analytics
81809,PostgreSQL,Mobile App
81810,Microsoft SQL Server,ETL Job
81811,PostgreSQL,ETL Job
81812,Microsoft SQL Server,Mobile App
81813,SQLite,Mobile App
81814,MariaDB,Mobile App
